rnum,bizId,polyBizSecd,polyBizTy,polyBizSjnm,polyItcnCn,sporCn,sporScvl,bizPrdCn,prdRpttSecd,rqutPrdCn,ageInfo,majrRqisCn,empmSttsCn,splzRlmRqisCn,accrRqisCn,prcpCn,aditRscn,prcpLmttTrgtCn,rqutProcCn,pstnPaprCn,jdgnPresCn,rqutUrla,rfcSiteUrla1,rfcSiteUrla2,mngtMson,mngtMrofCherCn,cherCtpcCn,cnsgNmor,tintCherCn,tintCherCtpcCn,etct,polyRlmCd
914,R2024022119940,003002005,지자체,광주청년드림은행,돈과 빚 때문에 힘든 청년들이 각자 상황에 맞는 해결책을 찾을 수 있도록 1:1로 상담하고 신용 회복을 위한 비용 지원,"□ 지원내용
❍ 재무관리 상담 : 부채해소를 통해 삶을 재설계할 수 있도록 솔루션 제공
❍ 신용회복 및 연체해방 지원(비금전적지원(신용회복기관 연계, 동행서비스, 모니터링 등),금전적지원(1인당 100만원 분할지원))
❍ 소모임 및 경제교육 프로그램 운영 등",지원급 지급 인원 200명,2024.01.01.~2024.12.31.,002001,"
2024-01-01 ~ 2024-12-31",만 19세 ~ 39세,-,-,-,-,광주광역시에 주민등록상 거주지를 둔 청년 누구나,-,-,광주청년드림은행 홈페이지 또는 전화접수 ＞ 1차 상담(재무상태파악) ＞ 지원심사 ＞ 2차상담(솔루션) ＞ 지원 ＞ 모니터링,"제출 서류 관련 자세한 내용은 https://gjdreambank.modoo.at/?link=etxj5kgx&messageNo=34&mode=view 참고
▶금전적 지원 확정시
❍ 신분증
❍ 통장사본
❍ 주민등록초본(제출일 기준 한 달 이내 발급에 한함)
❍ 고용관련서류
- 일반근로자, 근로하지 않는 청년 : 피보험자격이력내역서
- 공무원, 특수형태근로자 : 4대보험가입확인서/재직증명서 중 택 1
❍ 소득관련서류
- 근로자 : 근로계약서/급여명세서/근로소득원천징수영수증 중 택 1
- 자영업자 : 소득금액증명원/부가가치세과세표준증명원 중 택 1
- 근로하지 않는 청년 : 소득금액증명/소득확인증명/소득사실증명 중 택1",1차 상담 후 내부 지원심사를 통한 선정 및 2차 상담 안내,https://gjdreambank.modoo.at,https://gjdreambank.modoo.at/?link=etxj5kgx&messageNo=34&mode=view,null,광주광역시 교육청년국 청년정책과,나인성 주무관,062-613-2723,광주청년지갑트레이닝센터 사회적협동조합,-,062-521-2567,"□ 문의처
❍ 광주청년드림은행(062-521-2567) 
❍ 운영시간 : 평일 9:00 ~ 18:00",023040
915,R2024022119896,003002008,지자체,경기도 청년기본소득 1분기,경기도 청년의 사회적 기본권 보장을 위하여 경기도와 시군이 협력하여 지급하는 정기적인 소득 지원금,"○ 지원대상
- 신청일 기준 경기도 거주(최근 3년이상 계속 또는 합산 10년이상)
- 1999년 01월 02일 ~ 2000년 01월 01일 내 출생자(01.01. 기준 24세)
○ 사업기간 : 심사·선정기간(24.03.04. ~ 04.09.) / 지급개시(04.20.)
○ 지원내용 : 분기별 25만원 지급(최대 4분기 지원)
○ 지원혜택
※ 시군 지역화폐 (카드, 모바일)
※ (사용지역) 초본 상 주소지 시군 내에서만 사용 원칙
※ (사용처) 전통시장 및 소상공인 업체(백화점, 대형마트, SSM, 유흥업소, 연매출 10억원 이상 점포는 제외)",null,null,002004,"2024-02-29~2024-03-29
※ 2분기 신청 : 2024.05.30. ~ 06.28. 예정
※ 3분기 신청 : 2024.08.29. ~ 09.30. 예정
※ 4분기 신청 : 2024.10.31. ~ 11.29. 예정",만 24세 ~ 24세,-,-,-,-,신청일 기준 경기도 거주(최근 3년이상 계속 또는 합산 10년이상),null,null,null,null,null,apply.jobaba.net,https://apply.jobaba.net/special/gibon/main.do,null,경기도,null,"경기도 콜센터(031-120), 시군 청년기본소득 담당부서",-,null,null,null,023040
916,R2024022119895,003002007,지자체,울산 청년가구 주거비 지원 사업,청년가구의 주거비 부담 경감으로 주거안정을 돕고자 2024년 울산 청년가구 주거비 지원사업 시행,"□ 지원내용(생애1회만 지원) 
 ○ 지원금액 : 최대 월 15만원 (최대4년간)
  - 임차료(월세) : 최대 월 10만원 실비지원
  - 임차보증금 이자비용 : 최대 월 5만원 실비지원
   ※ 임대차계약서 상 임차보증금에 대한 대출이자만 지원 가능
   ※ 결혼시 주거비 연계지원은 신청자격 등 별도 신청문의 바람 (문의처 : 시청 건축정책과)
 ○ 지급방법 : 선정대상자가 월 임차료 및 임차료보증금이자비용 선 납부, 납부내역 확인 후 분기별 신청인 계좌입금  
 ○ 지급시기 : 4월(1~3월분), 7월(4~6월분), 10월(7~9월분), 12월(10~12월분)
   ※ 매월 임차료 및 임차보증금이자를 임대인 및 금융기관에 계좌이체하고 주거비 지급신청서(매월 월세 계좌이체증 등 증빙서류 포함)를 지급월 10일(단, 4분기는 12월내 신청)까지 시에 제출시 확인 후 지급
   ※ 지급월의 10일까지 신청서를 제출하지 않을 경우 해당 분기 주거비 지급제외 될 수 있음
   ※ 12월 말일에 임대료 납부 경우 다음해 1월 신청가능하나, 사업종료시 미지급됨",□ 선정인원 : 500명 (예산 범위내 변동 가능),null,002004,"2024-02-19~2024-02-29
20240219~20240229",만 19세 ~ 39세,-,-,-,-,"□ 신청대상자 : 다음 조건을 모두 만족하는 사람
 ○ 신청일 기준 울산광역시에 주민등록을 두고 있는 만19세~39세(1984. 1. 2. ~ 2005. 1. 1.) 이하인 미혼 청년 1명 가구의 세대주
  - 주민등록상 만39세 이하의 형제, 자매(미성년자 포함)가 세대원인 경우 1인 가구가 아니라도 신청 가능(부모나 조부모가 세대원인 경우는 지원 제외)   
  - 연령기준은 매년 1월 1일 기준, 만 39세가 포함된 년도까지 지원
 ○ 소득기준 : 가구당 기준 중위소득 150% 이하(1인 월 3,343,000원, 2인 5,524,000원) 
  - 신청인이 속한 가구의 건강보험료 고지금액(2023년 10월부터 12월까지 3개월 평균액)이 2024년 기준중위소득 150%이하의 건강보험료 본인부담금을 충족해야 함
  ※ 신청인의 건강보험이 피부양자(건강보험 상 부모 등의 세대원으로 등록)인 경우 주민등록이 별도 분리되어 있어도 부양자 부과액 기준","□ 대상주택
 ○ 임차보증금 1억원 이하이면서 월세 50만원 이하의 울산광역시 소재 주택에 거주하는 무주택자
  ※ 월세 없는 전세거주는 임차료(월세) 지원은 제외되며 임차보증금 이자는 지원가능
  ※ 건축물대장상 주택 및 주거용 오피스텔 만 지원 가능
  ※ 입주권, 분양권은 주택 소유로 간주
   · 주택소유 확인방법 : 청약홈(https://www.applyhome.co.kr)-청약자격확인–주택소유확인
 ○ 임대차계약서 기준으로 임차인 본인이 신청해야 하며 임차건물 소재지에 전입되어 있어야 함
  ※ 부모·형제, 친구 등 지인의 명의로 임대차계약을 체결한 경우 신청 불가
 ○ 임차료(월세)는 임대차계약서상 임차인 명의계좌에서 임대인 계좌로 납부해야 함
 ○ 임대차계약서 1건당 1명만 신청 가능함","① 임차주택 기준(임차보증금 1억원, 월세 50만원) 초과자 
② 임대인(집주인)이 신청인의 직계존속인 경우
③ 불법(무허가)건축물, 기숙사, 게스트하우스(숙박시설) 상가주택 거주자
④ 정부 및 지자체 주거지원 혜택을 받고 있는 자
 - 기초생활수급자(생계,의료,주거) 
 - 울산 청년 주택임차보증금 이자 지원사업 대상자
 - 청년 드림스페이스 지원사업  대상자
 - 국비지원 청년월세 한시 특별지원 사업 대상자
⑤ 주택소유자(증여, 상속, 입주권, 분양권 포함) 지원 제외","□ 신청인 : 본인
□ 신청방법 : 울산주거지원사업 온라인 신청·접수 홈페이지에서 온라인 신청 후 신청자격요건 증빙서류 업로드 제출
- 증빙서류 제출 :  모든 증빙 서류는 스크린샷 · 스캔 또는 선명하게 사진 찍어 가급적 PDF파일로 저장 후 압축파일로 암호설정(주민번호 앞자리)후 제출
- 울산주거지원사업 온라인 신청·접수 홈페이지에 신청 후 증빙서류를 업로드 하여야 접수가 완료되며, 증빙서류를 제출하지 않을 경우 대상자 선정에서 제외됨","① 울산 청년가구 주거비 지원사업 신청서
② 울산 청년가구 주거비 지원사업 신청 서약서
③ 개인정보 제공 동의서
④ 행정정보 공동이용 사전동의서
⑤ 주택 임대차계약서(확정일자 날인) 사본
⑥ 주민등록등본(주소변동포함)
⑦ 가족관계증명서(상세)
⑧ 지방세 세목별 과세증명서
＊2022년 기준, 전국 단위, 전체 세목
⑨ 본인 또는 부모의
 -건강보험납부확인서(2023. 10월 ~ 2023. 12월 기준)
 -건강보험자격확인서 제출 
 -건강보험자격득실확인서(전체이력) 
⑩ 금융기관 대출현황(임차보증금 이자비용 있을 경우)
⑪ 신청인명의 통장 사본","□ 선정방법 : 심사배점표(붙임2 참고)의 배점을 합산한 순위에 따라 대상자 선정
 ○ 선정자 중 포기자 및 지원 제외자 등 발생시 후순위자 선정
□ 결과발표 : 3월 중 예정, 개별 문자발송",https://www.ulsan.go.kr/s/house/main.ulsan,https://www.ulsan.go.kr/s/ulsanyouth,null,울산광역시 건축주택과,-,052-229-4415,주관기관과 동일,-,-,null,023020
917,R2024022119906,003002015,지자체,경상남도 아동청소년통합지원센터 2024 아웃리치 서포터즈단 모집,온·오프라인 아웃리치 활동을 통하여 성착취 위험성을 알려 아동·청소년의 성착취 유입을 차단하고 피해자에 대한 인식개선을 돕고자 합니다.,"□ 모집인원 : 성착취 피해아동·청소년 발견 및 보호에 관심이 있는 만 19세 이상 경남도민 10명(남녀무관) 

□ 모집일정 (일정은 센터 사정에 의해 변경될수 있음)
- 신청기한 : ~3월 22일 (금)
- 서류발표 : 3월 26일 (화)
- 면접진행 : 3월 27일 (수) ~ 3월 28일 (목) *zoom을 통한 면접 진행 
- 최종발표 : 3월 29일 (금)
- 발대식 : 4월 6일 (토) 

□ 활동안내 (활동기간 : 2024년 04월 6일~ 2024년 11월 ) 발대식 및 해단식 필수참여 
- 발대식 당일 성착취 예방교육 및 온라인 아웃리치 교육 예정으로 불참시 서포터즈 활동 불가
- 온오프라인 아웃리치 활동(온라인 월 20건 이상, 오프라인 연 3회 이상)
1. 온라인 아웃리치 활동 : SNS, 랜덤채팅, 커뮤니티 등 온라인 환경에서 성착취 피해 아동청소년과 위기아동청소년을 조기 발견 및 긴급구조
2. 오프라인 아웃리치 활동 : 오프라인 아웃리치를 통해 성착취 피해아동청소년에 대한 지역사회 인식 개선 및 네트워크 구축활동

□ 혜택
- 서포터즈 활동수료증 발급
- 1365 및 VMS 자원봉사실적 인정
- 오프라인 활동지원비(교통비) 지급
- 오프라인 활동시 다과 제공",10명,활동기간 : 2024.04. ~ 2024.11.,002004,"2024-02-20~2024-03-22
20240220~20240322",만 20세 ~ 50세,-,-,-,-,"성착취 피해아동·청소년 발견 및 보호에 관심이 있는 만 19세 이상 경남도민 10명(남녀무관), 사회복지 및 상담 전공자 및 관련 경력이 있는 경남도민",-,-,구글 폼 작성 후 제출(큐알코드 인식 및 링크 접속),-,-,https://forms.gle/PA21vM1qqhpZiN7P9,https://blog.naver.com/bscenter1388/223358337256,-,경상남도 아동·청소년통합지원센터,-,055-715-1388,주관기관과 동일,-,-,-,023040
918,R2024022019846,003002014005,지자체,구미송정 행복주택(송정포레)입주자 추가 모집,"구미송정 행복주택 지원 (청년, 대학생, 신혼부부 등)","□  공 고 일 : 2. 2.(금) 17시 이후(LH청약플러스 홈페이지) 

□ 접 수 
  온 라 인 : 2. 19.(월) ~ 2. 23(금) 
  현장접수 : 2. 20.(화) 10시 ~ 16시 ※ LH경북서부권주거복지지사(송정동 행정복지센터 맞은편)",□  모집세대 : 전체 250세대 중 잔여 147세대 모집(41.2%),2024-02-19~2024-02-23,002004,"2024-02-19~2024-02-23
2024-02-19~2024-02-23",제한없음,-,-,제한없음,-,-,-,-,-,-,-,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=527,http://gbyouth.co.kr/policy/list.tc?mn=2379&pageNo=5069&no=527,-,LH한국토지주택공사 대구경북지역본부,-,"□ 콜센터 : 전국 대표전화 1600-1004 

□ 인터넷 
 마이홈포털 (http://www.myhome.go.kr) 
 LH 홈페이지 (http://www.lh.or.kr)",LH한국토지주택공사 대구경북지역본부,-,"□ 콜센터 : 전국 대표전화 1600-1004 

□ 인터넷 
 마이홈포털 (http://www.myhome.go.kr) 
 LH 홈페이지 (http://www.lh.or.kr)",-,023020
919,R2024022019863,003002008025,지자체,광주시 청년 1인가구 이사지원 사업(독립응원 패키지),광주시 1인 청년 주거비 부담 완화 및 주거안정을 통한 거주환경 조성 지원 사업,"❍ 지원대상: 2024. 1. 1. 이후 광주시 전입 및 광주시 내에서 이사한 19세~39세 청년 1인 가구   
※ 광주시 전출 제외
❍ 지원내용: 1인 최대 500,000원 한도 실비지원 (생애 1회)
❍ 지원항목: 이사비(차량 대여비, 운반비, 포장비), 집수리(전구, 문고리), 입주청소 등 이사에 실제 사용한 금액 최대 500,000원 실비지원
※ 부동산 중개 보수(중개 수수료) 불포함",null,null,002001,"
❍ 접수기간 : 매월 1일~10일, 매월 20일까지 선정대상자 개별 문자 전송, 매월 25일까지 지역화폐 충전
※ 모집완료시 종료
※ 선정 및 지급 : 평일 기준으로 주말 및 공휴일 제외",만 19세 ~ 39세,-,-,-,-,"❍ 소득기준
 - 가구당 기준 중위소득 180% 이하
 - 개인 고지금액을 기준으로 하되, 소득이 없는 청년의 경우 가구소득 기준으로 판단
 - 신청인(혹은 가구)의 건강보험료 고지금액 (전입신고 기준월)이 ‘2024년 건강보험료 소득판정’기준표상 기준 중위소득 180% 이하
※ 건강보험료 고지금액 조회가 어려운 경우 별도의 소득 증빙자료를 요청할 수 있음
※ 이사비 지원액 예산 초과 시, 접수 완료 순으로 선착순 지급",null,null,"❍ 온라인 신청(청년지원센터 홈페이지 > 공지 사항 > 신청서 다운로드 > 이메일 제출)
❍ 접 수 처: 광주시 청년지원센터 ( gj-youth@naver.com )",null,null,null,https://www.gj-youth.or.kr/bbs/board.php?bo_table=table49&wr_id=105,null,광주시 청년지원센터(☎ 031-8027-0371),null,null,-,null,null,null,023020
920,R2024022019812,003002008001,지자체,청년역량강화지원사업 [청년상사] 사원모집(수원시),"청년세대가 가지는 미래에 대한 불안감을 완화하며, 미래생애설계에 대한 역량을 강화할 수 있는 사업!
청년의, 청년에 의한, 청년을 위한 청년 복지사업 [청년상사] 
2024년, 보다 나은 미래를 위해 함께 고민하고 계획할 청년세대, 청년사원을 모집합니다.

※ 청년상사는 실제 회사가 아니며, 청년세대가 공통적으로 갖는 막연한 미래에 대한 불안감 해소, 
미래생애설계를 지원하고자 하는 목적으로 광교종합사회복지관에서 추진하는 복지사업입니다.","- 지원자격
 1) 만19세~34세에 해당하는 청년 누구나
 2) 월2회 토요일 프로그램 참여에 시간 할애가 가능한 청년
 3) 미래생애설계(내집마련, 자산형성 등), 자원봉사활동, 지역사회 공헌에 관심이 있는 청년

- 사업기간 : 2024년 3월 ~ 11월 / 월 2회 토요일(참여인원 확정 시 활동시간/요일 유동적 합의)",null,null,002004,"2024-02-14~2024-03-16
20240214~20240316",만 19세 ~ 34세,-,-,-,-,null,null,null,null,null,null,https://naver.me/GQNlKUH9,https://www.gwanggyowc.or.kr/story/campaign.php?type=view&uid=2215,null,광교종합사회복지관,null,지역3팀 한종민 사회복지사(TEL.070-4754-9936),-,null,null,null,023040
921,R2024022019807,003002009002,지자체,[원주시] 청년월세 한시 특별지원(2차) 사업,월 최대 20만원 임대료 지원 / 최대 12개월(현금지급),월 최대 20만원 임대료 지원 / 최대 12개월(현금지급),-,-,002004,"2024-02-26~2025-02-25
2024.02.26 ~ 2025.02.25",만 19세 ~ 34세,-,-,-,-,"□「청년기본법」상 19~34세 이하 부모님과 별도 거주 무주택 청년
□ 주택청약통장(종류, 가입일 무관) 가입이 되어 있는 자
□ 전입신고가 되어있는 자
□ 대상기준소득 : 기준 중위소득 (원가구) 100% 이하면서 (청년가구) 60% 이하재산 : 총재산가액 (원가구) 470백만원 이하면서 (청년가구) 122백만원 이하
※ 30세 이상 / 기혼자 / 미혼부·모 / 30세 미만 미혼 청년의 소득이 중위소득 50~60% 사이에 해당하는 경우, 원가구 소득·재산은 고려하지 않음",-,-,주소지 읍면동행정복지센터 또는 복지로(http://www.bokjiro.go.kr)사이트,"□ 신청서, 소득·재산 신고서, 서약서
□ 임대차계약서(공인중개사 날인 또는 확정일자 날인 없을 시 등기부등본 추가 제출)
□ 최근 3개월 월세 이체내역(보낸사람, 받는사람, 금액, 날짜 명시 必)
※2촌 이내 혈족이 이체한 경우 이체한 사람의 통장사본 추가 제출
□ 가족관계증명서(청년, 부, 모 기준 각 1통씩)(※기혼자의 경우 배우자, 배우자의 부, 배우자의 모 기준 가족관계증명서 각 1통씩 추가 제출)
□ 주택청약통장 사본, 급여받을 통장 사본 각 1통씩",-,http://www.bokjiro.go.kr,https://www.wonju.go.kr/wjyouth/contents.do?key=5992&,-,원주시 복지정책과,-,033-737-2308,원주시 복지정책과,-,-,-,023020
922,R2024022019806,003002005,지자체,자립준비청년지원사업 GT컴퍼니 3기,자립준비청년의 커뮤니티 활동 지원 및 프로그램 참여에 따른 생활임금 지급,"□ 프로그램 참여에 따른 생활임금 지급
□ 참여기간 : 2024. 3. 4.(월) ~ 5. 24.(금) / 12주(예정)
□ 참여장소 : 광주광역시 동구 금남로 250-8, 금향빌딩 5층(광주청년센터 2호점)",7명,null,002004,"2024-01-31~2024-02-22
2024. 1. 31. 10:00 ~ 2024. 2. 22. 18:00",만 19세 ~ 39세,-,-,자립준비청년,-,"□ 모집대상 : 만 19세 ~ 39세 자립준비청년* 및 아동·청소년복지시설** 퇴소 청년
* 아동양육시설, 공동생활가정, 가정위탁 등에서 보호 연장 또는 종료(5년 제한 없음) 
** 「아동복지법」 제52조 제1항 제1호 및 제3호부터 제5호까지의 시설 및 「청소년복지지원법」 제31조 각 호의 시설. 단, 가출청소년을 보호하는 청소년쉼터는 제외",null,null,□ 신청방법 : 광주청년센터 사업 담당자 전자우편(gjpmk@gjyouthcenter.kr) 접수,"❍ 이력서 1부
❍ 자기소개서 1부
❍ 개인정보 수집·이용·제공에 대한 동의서 1부
❍ 보호종료·퇴소 확인서 1부(택1)",□ 선정방법 : 1차 서류심사 / 2차 면접심사 진행(개별연락 예정),null,https://gjyouthcenter.kr/index.do?command=view&wr_id=1532&contentId=184,https://gjyouthcenter.kr/index.do?contentId=318&dm_id=158,광주청년센터 청년정책팀,null,070-4152-1930,광주청년센터 청년정책팀,null,null,"문의사항 : 청년정책팀 사업 담당자 070-4152-1930
※ 문의 가능 시간 : 매주 월~금 09:00~18:00 (점심시간 12:00~13:00 불가)
※ 기타 자세한 사항은 광주청년센터 홈페이지 공지사항 확인 요청",023040
923,R2024022019804,003002017,지자체,청년 1인가구 주거 임대료(월세)지원,세종시 청년들의 주거비용 부담 완화 및 안정적인 주거생활 지원,"실제 납부한 입대료를 월 최대 20만원씩 최대 10개월 지원
※ 생애 1회에 한하여 지원되며, 관리비는 포함되지 않음",125명,지원금 지급: 4. 22.(월) 예정,002004,"2024-02-26~2024-02-29
2024. 2. 26.(월) 09:00 ~ 2. 29.(목) 18:00",만 19세 ~ 39세,-,-,-,-,"□ 지원대상
❍ 신청자격 : 주민등록상 1인 가구인 무주택 청년
❍ 연령 : 19~39세(출생일이 1984. 1. 1. ~ 2005. 12. 31.인 자) 
❍ 주소 : 공고일 기준 주민등록 주소가 세종시인 자
□ 소득기준
❍ 신청인이 속한 가구의 '24. 1월 건강보험료 고지액이 기준 중위소득 150% 이하인 자","□ 대상주택
❍ 임차보증금 1억원 및 월세 60만원 이하, 전용면적 85㎡ 이하
❍ 단독주택, 아파트, 오피스텔 등 거주를 목적으로 하는 시설
❍ 신청일 기준 임대차계약서가 체결되어 있고, 주민등록 주소지와 일치
❍ 임대차계약 당사자는 참여자 본인 명의로 체결한 건만 유효","❍ 주거급여 수급자
❍ 주택소유자
❍ 부모와 임대차계약을 체결한 자
❍ 정부(공사‧공단‧기금 포함) 및 세종시 주거지원사업 참여자
- 청년월세 한시 특별지원 사업
- 주택공급 : 공공주택 특별법 시행령 제2조에 따른 공공임대주택
- 금융지원 : 디딤돌대출, 청년전용버팀목 전세자금 대출, 주거안정 월세대출, 중소기업 취업청년 전월세보증대출 등
- 세종시 주거지원 사업 : 청년 주택 임차보증금 이자지원사업, 세종형 쉐어하우스, 산업단지 근로자 기숙사 임차비 지원사업 등","□ 신청방법 : 온라인 신청 또는 세종청년희망내일센터 직접방문
❍ 온라인 : 세종청년희망내일센터 누리집(http://sjyouth.sjepa.or.kr)접속 → 본인인증 후 신청
※ 첨부서류는 PDF 파일로 변환 후 하나의 PDF로 결합(보안해제)하여 업로드하되, 파일 형식이 여러개인 경우(PDF, JPG, PNG파일) 압축·제출(ex.김세종.zip)
❍ 오프라인 : 세종청년희망내일센터 직접방문
※ 세종시 다정중앙로 20, 가온마을 7단지 LH 희망상가 지하 2층 215호
※ 방문 신청시 점심시간(12:00~13:00) 제외","□ 제출서류(공고일 이후 발급분)
①~③ : 온라인 작성
① 지원신청서
② 개인정보 수집·이용 및 제3자 제공에 관한 동의서
③ 지원 신청자 의무사항

④ 임대차계약서(확정일자 날인) : 인터넷 등기소(계약증서 발급) or 읍면동 주민센터(방문 날인)

⑤ 가족관계증명서(본인 기준, 상세) ※ 임대인이 부모인지 확인
- 건강보험자격이 직장피부양자인 경우, 부양자의 가족관계증명서 추가 제출
- 인터넷 대법원 전자가족관계등록시스템 or 읍면동 주민센터

⑥ 월세 이체 확인서(청년 본인 명의) : 이체확인증 또는 통장사본(임대인·임차인 성명, 월세금액, 입금일 표시)

⑦~⑨ :  건강보험자격이 직장피부양자인 경우, 부양자 기준으로 발급, 인터넷 국민건강보험공단(민원여기요)
⑦ 건강보험 자격득실확인서
⑧ 건강·장기요양 보험료 납부확인서 
⑨ 건강보험 자격확인서

⑩ 통장 사본(청년 본인 명의) : 지원금 받을 통장

※ 서류간소화 및 개인정보 수집동의에 의해 “주민등록등초본”은 내부 전산 확인(‘23~)
※ 제출서류는 반환하지 않으며, 기재내용 및 제출서류가 사실과 다른 경우 지원대상자로 선정되었더라도 취소될 수 있습니다.
※ 서류보완을 위하여 추가 자료요청할 수 있으며, 기타 자세한 사항은 세종청년희망내일센터(☎ 1533-1934) 문의 바랍니다.","□ 선정기준(모집인원 초과시)
❍ 대상자별 소득(60%)과 임대료(40%) 반영비율을 적용하여, 총점이 낮은 자를 우선 선발하되, 동점일 경우 소득이 낮은 순으로 선정
- 소득 기준 : ’24.1월건강보험료 고지금액
- 임대료 기준 : 보증금 월세 환산액(보증금×5.5%÷12개월)+월세
ex) 보증금 5천만원 & 월세 60만원인 경우, 임대료 산정기준 적용시 : 보증금 월세 환산액(5천만원×5.5%÷12개월)+월세 60만원=829,160원

□ 결과발표
❍ 발표일 : 2024. 4. 5.(금) 예정      ※ 지원현황에 따라 변동가능
❍ 확인방법 : 세종청년희망내일센터 누리집(http://sjyouth.sjepa.or.kr)에  공지사항 명단 확인 및 신청자 전원 개별 문자 통보

□ 월세지급
❍ 매월 지원금을 월세이체확인서 등을 확인 후 20일경 지급되며, ‘24. 2월(신청월)에 임대인에게 지급한 월세부터 시에서 지원됨
❍ 최초 시 지원금(’24.2~3월 월세)은 ’24. 4. 22.(월) 지급 예정",https://sjyouth.sjepa.or.kr/board/business/detail?boardSeq=325,http://sjyouth.sjepa.or.kr,https://www.sejong.go.kr/bbs/R0071/view.do?nttId=B000000105345Af4uB4f,세종특별자치시 청년정책담당관,-,1533-1934,세종청년희망내일센터,-,1533-1934,"□ 유의사항
❍ ‘청년 주거임대료 지원’과 ‘청년월세 한시 특별지원’을 중복 지급하지 않음
❍ 19~34세 청년 중 기준 중위소득 “60% 초과 150% 이하”는 본 사업 선정기준 순으로 지원하고, 60% 이하는 ‘청년월세 한시 특별지원사업’으로 우선 지원  (단, ‘청년월세 한시 특별지원사업’ 미선정자는 본 사업으로 지원가능)
❍ 시에서 ‘청년월세 한시 특별지원‘ 대상여부를 확인 후 대상자는 별도 안내드릴 예정이니, 안내에 따라 별도 사업신청하여 주시기 바랍니다.     
※ (청년 주거임대료 지원) 월 20만원 최대 10개월, 생애 1회 
(청년월세 한시 특별지원) 월 20만원 최대 12개월, 기수혜자 지원완료 시 중복 지원 

□ 지원중지
❍ 타 지역 전출
❍ 계약내용 변경 등 사유가 발생하였으나, 변경신청하지 않은 경우
❍ 1인 가구가 아니거나 주택을 소유하게 된 경우
❍ 정부(공사·공단·기금 포함) 및 시로부터 주택 및 금융지원을 받은 경우
❍ 지원대상자가 지급받은 임차료를 타 용도로 사용하여 3개월 이상 차임을 연체한 사실이 확인된 경우
❍ 군복무 등 법률상 의무 이행을 위해 주거가 보장되는 타지역에 거주하는 경우
❍ 주민등록이 말소되었거나, 거주불명자로 등록된 경우 등",023020
924,R2024022019803,003002010002,지자체,청년 입영지원금 지원,청년의 복지 증진 및 병역 의무 이행 격려,입영지원금 10만원 지원(충주사랑상품권카드 충전),입영지원금 10만원 지원(충주사랑상품권카드 충전),2024. 1. ~ 2024. 12.,002001,"
연중 수시
입영(소집)통지서 수령일 ~입영(소집)일로부터 6개월이 되는 날이 속한 달 말일까지 신청 가능",만 19세 ~ 39세,제한없음,제한없음,군인,제한없음,"2024. 1. 1.부터 입영(소집)하는 충주시 거주 청년 
- 신청일 기준 3개월 이상 충주시 거주 조건 
- 현역병, 보충역(사회복무요원, 공중보건의, 산업기능요원 등) *직업군인 제외",입영(소집)통지서 수령 후 ~ 입영 후 6개월이 되는 날이 속한 달 말일까지 신청 가능,-,"□ 신청방법
❍ 입영(소집) 청년 본인이 신청
❍ 거주지 읍면동 행정복지센터 방문 신청","자세한 제출 서류는 행정복지센터 문의
- 신청서
- 입영(소집)통지서
- 본인명의 충주사랑상품권 카드 사본",-,거주지 읍면동 행정복지센터 방문 신청,https://www.chungju.go.kr/youth/?menu=24,https://www.chungju.go.kr,충주시 기획예산과 청년인구정책팀,-,043-850-5266,-,-,-,-,023040
925,R2024021919780,003002002,지자체,청년월세 한시 특별지원 2차,청년이 직면하는 높은 주거비 부담을 경감하여 주거안정 도모,"□ 지원내용 : 생애 1회에 한하여 月 20만원씩 최대 12개월(회) 간 지원
※ 실제 납부하는 월세의 최대 20만원까지 지원(임차보증금, 관리비 등 제외)",-,null,002004,"2024-02-26~2025-02-25
2024.02.26.(월) 09:00 ~ 2025.02.25.(화) 18:00",만 19세 ~ 34세,제한없음,제한없음,제한없음,제한없음,"□ 지원대상 : 만 19~34세 이하 부모님과 별도 거주 무주택 청년(청약통장 가입 필수)
□ 소득기준 : (원가구) 기준 중위소득 100% 이하 & (청년독립가구) 기준 중위소득 60% 이하
",□ 청년 본인 계좌로 현금 지급,-,"□ 온라인 신청 : 복지로 홈페이지
□ 방문 신청 : 주소지 관할 주민센터",-,-,https://www.bokjiro.go.kr/ssis-tbu/index.do,https://young.busan.go.kr/index.nm?menuCd=37,-,-,null,null,-,null,null,구·군 문의처는 사업관련 사이트 하단 참고,023020
926,R2024021919795,003002008001,지자체,수원시 청년 동아리 지원 사업,청년 커뮤니티 활성화를 위해 청년들의 창의적이고 자율적인 동아리 활동 지원,"- 지원대상 : 수원시에서 거주 또는 활동하는 19~39세 청년 5인 이상으로 구성된 동아리
- 지원규모 : 총 10팀(기존모임형)
- 지원금액 : 팀당 120만원
- 사업기간 : 4월 ~ 12월
- 신청방법 : 지원신청서 이메일 제출(youthyar@syf.or.kr)

자세한 사항은 공고문을 참고 부탁드립니다.",null,null,002004,"2024-02-08~2024-02-25
20240208~20240225",만 19세 ~ 39세,제한없음,제한없음,제한없음,제한없음,null,null,null,null,null,null,null,https://www.swyouth.kr/?p=147_view&idx=231,https://www.jobaba.net/sprtPlcy/info/view2020.do?seq=12417,-,null,null,수원시청소년청년재단 청년활동팀(TEL.031-267-3625),null,null,null,023040
